aic,description,spend_eur,resolved,confidence,method,unresolved_category,units,content_per_unit_mg,total_content_mg,source_note
035569058,MIDAZOLAM IBI*INIET 5F 1ML,79979.65,False,Unresolved,unresolved,other,,,,
027015181,EPREX*1SIR 10000UI 1ML,79943.16,False,Unresolved,unresolved,other,,,,
044086015,VALGANCICLOVIR ACC*60CPR 450MG,79865.98,True,Validated,parsed:direct_strength,,60,450.0,27000.0,60CPR 450MG
038165027,YONDELIS*EV 1FL POLV 1MG,79815.38,True,Validated,parsed:direct_strength,,1,1.0,1.0,1FL POLV 1MG
037097235,FOZNOL*OS POLV 90BUST 1000MG,79683.76,True,Validated,parsed:direct_strength,,90,1000.0,90000.0,90BUST 1000MG
043027010,"LEMTRADA*EV 1FL 12MG/1,2ML",79612.29,False,Unresolved,unresolved,other,,,,
023789011,NEFLUAN*GEL 10G,79331.65,True,Candidate,parsed:single_value_assumed_unit,,1,10000.0,10000.0,10G
049581010,FOSAPREPITANT HIK*1FL 150MG,79179.1,True,Validated,parsed:direct_strength,,1,150.0,150.0,1FL 150MG
033444074,CEFAZOLINA K24*EV FL 1G+F 10ML,79104.3,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1G
044924025,QTERN*28CPR RIV 5MG+10MG,79094.55,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR RIV 5MG
045676107,"DUPIXENT*SC 2SIR 200MG 1,14ML",79024.32,True,Validated,parsed:direct_strength,,2,200.0,400.0,2SIR 200MG
041473048,PERISMOFVEN*4SACCHE BI 1206ML,78930.07,False,Unresolved,unresolved,other,,,,
029209057,ESMERON*EV 10FL 50MG/5ML,78821.89,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,ROCURONIO BROMURO 50milligrammi
049737036,PALMEUX*IM 1SIR 75MG RP+2AGHI,78755.02,True,Validated,parsed:direct_strength,,1,75.0,75.0,1SIR 75MG
049608045,SUGAMMADEX DR*10FL 5ML100MG/ML,78708.03,True,Validated,parsed:vol_conc,,10,500.0,5000.0,10FL 5ML100MG/ML
036557054,"TACHOSIL*1MATRICE 4,8CMx4,8CM",78567.79,False,Unresolved,unresolved,other,,,,
050451018,LACOSAMIDE HAM*EV 20ML 10MG/ML,78465.64,False,Unresolved,unresolved,other,,,,
038703029,INTELENCE*60CPR 200MG FL,78408.0,True,Validated,parsed:direct_strength,,60,200.0,12000.0,60CPR 200MG
030977072,LIDOCAINA CLORID*COLL 30MONOD,78143.99,True,Authoritative,aifa_ingredient_authoritative,,,,4266.0,LIDOCAINA CLORIDRATO 4.266grammi
036870032,ORFADIN*60CPS 10MG FL,77945.38,True,Validated,parsed:direct_strength,,60,10.0,600.0,60CPS 10MG
023905021,IRUXOL*UNG 30G 60UI+1%,77888.09,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
040409017,CHLORAPREP COLOR*3ML 25APPL,77758.2,False,Unresolved,unresolved,other,,,,
046335042,LOKELMA*OS SOSP 30BUST 10G,77721.79,True,Validated,parsed:direct_strength,,30,10000.0,300000.0,30BUST 10G
045642143,MONOFERRIC*INIET 1FL 500MG 5ML,77657.81,True,Validated,parsed:direct_strength,,1,500.0,500.0,1FL 500MG
025561010,SOFARGEN*CREMA 30G 1%,77563.81,True,Candidate,parsed:single_value_assumed_unit,,1,30000.0,30000.0,30G
045903010,ALUTARD VESPULA*100000SQ U/ML,77534.58,False,Unresolved,unresolved,other,,,,
039132232,OSSIGENO*CRIOGEN 3000LT FISSO,77449.55,False,Unresolved,unresolved,oxygen_gas,,,,
039107180,VALACICLOVIR MY*21CPR RIV 1G,77271.07,True,Validated,parsed:direct_strength,,21,1000.0,21000.0,21CPR RIV 1G
046731016,CYTOMEGATECT*EV 10ML 100U/ML,77220.0,False,Unresolved,unresolved,other,,,,
019875044,CONNETTIVINA*CREMA 15G 2MG/G,76827.81,True,Candidate,parsed:single_value_assumed_unit,,1,15000.0,15000.0,15G
043375082,VOKANAMET*60CPR 150+850MG FL,76702.47,True,Candidate,parsed:single_value_assumed_unit,,1,850.0,850.0,850MG
026458024,TARGOSID*IM IV OS 400MG+F 3ML,76534.59,True,Authoritative,aifa_ingredient_authoritative,,,,400.0,TEICOPLANINA 400milligrammi
031943968,GLUCOSIO FKI*5% 20FL 500ML,76331.23,False,Unresolved,unresolved,other,,,,
035691411,"ARANESP*SC 1PEN 150MCG 0,3ML",76289.05,True,Validated,parsed:direct_strength,,1,0.15,0.15,1PEN 150MCG
044563068,ELOCTA*IV 1FL 1500UI+SIR PRERI,76263.48,False,Unresolved,unresolved,other,,,,
042927018,IMNOVID*21CPS 1MG,75902.0,True,Validated,parsed:direct_strength,,21,1.0,21.0,21CPS 1MG
041664018,EDURANT*30CPR RIV 25MG FL,75673.45,True,Validated,parsed:direct_strength,,30,25.0,750.0,30CPR RIV 25MG
037061037,PROCORALAN*56CPR RIV 5MG ALL/P,75583.79,True,Validated,parsed:direct_strength,,56,5.0,280.0,56CPR RIV 5MG
042577015,ROCURONIO HIK*10FL 50MG 5ML,75467.19,True,Validated,parsed:direct_strength,,10,50.0,500.0,10FL 50MG
036160164,ADVATE*EV 3000UI+FL SOLV 5ML,75075.0,False,Unresolved,unresolved,other,,,,
050298013,"CEVENFACTA*EV 1MG(45KUI)+1,1ML",74883.6,True,Candidate,parsed:single_value_assumed_unit,,1,1.0,1.0,1MG
034933111,"PNEUMOVAX*INIET 1SIR 0,5ML+2AG",74719.26,False,Unresolved,unresolved,other,,,,
040503082,REMIFENTANIL MY*INFUS 5FL 2MG,74703.03,True,Validated,parsed:direct_strength,,5,2.0,10.0,5FL 2MG
045356019,"BORTEZOMIB EG*EV SC 1FL 3,5MG",74685.6,True,Validated,parsed:direct_strength,,1,3.5,3.5,"1FL 3,5MG"
049614249,VERQUVO*28CPR RIV 10MG,74465.57,True,Validated,parsed:direct_strength,,28,10.0,280.0,28CPR RIV 10MG
034632036,VANCOTEX*IV OS 10FL 500MG,74091.89,True,Validated,parsed:direct_strength,,10,500.0,5000.0,10FL 500MG
041258029,"RIVASTIGMINA ZENT*30CER 4,6MG",73875.89,True,Validated,parsed:direct_strength,,30,4.6,138.0,"30CER 4,6MG"
036967091,ELIGARD*SC SIR+SIR 45MG+KIT,73640.78,True,Candidate,parsed:single_value_assumed_unit,,1,45.0,45.0,45MG
046416032,CARBOPLATINO HIK*EV 1FL 45ML,73436.1,False,Unresolved,unresolved,other,,,,
042689012,ZALTRAP*EV 1FL4ML100MG 25MG/ML,72878.65,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
037310012,PRIALT*INFUS 1FL 1ML 100MCG/ML,72869.15,True,Validated,parsed:vol_conc,,1,0.1,0.1,1FL 1ML 100MCG/ML
038922023,KUVAN*120CPR SOLUB 100MG,72858.4,True,Validated,parsed:direct_strength,,120,100.0,12000.0,120CPR SOLUB 100MG
044887065,UPTRAVI*60CPR RIV 800MCG,72298.7,True,Validated,parsed:direct_strength,,60,0.8,48.0,60CPR RIV 800MCG
034252027,METRONIDAZOLO BAX*EV 25FL500MG,72150.0,True,Validated,parsed:direct_strength,,25,500.0,12500.0,25FL500MG
041180187,ADOPORT*60CPS 1MG,72105.49,True,Validated,parsed:direct_strength,,60,1.0,60.0,60CPS 1MG
043447010,SYLVANT*EV FL 100MG,72067.25,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
026844213,"GENOTROPIN MINI*7CART 0,8MG",71654.48,True,Candidate,parsed:single_value_assumed_unit,,1,0.8,0.8,"0,8MG"
029305012,YOVIS*OS GRAT 10BUST 1G,71596.82,True,Authoritative,aifa_ingredient_authoritative,,,,1000.0,FERMENTI LATTICI 1grammi
029848025,FUROSEMIDE GALEN*10F 20MG 2ML,71420.34,True,Validated,parsed:direct_strength,,10,20.0,200.0,10F 20MG
034692044,PHAREPA*EV 5FL 5ML 25000UI/5ML,71411.85,False,Unresolved,unresolved,other,,,,
035715034,"SODIO CLORURO 0,9%*30SAC 250ML",70942.06,False,Unresolved,unresolved,other,,,,
050880032,TYENNE*EV 1FL 10ML 20MG/ML,70785.0,True,Validated,parsed:vol_conc,,1,200.0,200.0,1FL 10ML 20MG/ML
041013018,"JEVTANA*EV 1FL 60MG 1,5ML+1FL",70413.76,True,Validated,parsed:direct_strength,,1,60.0,60.0,1FL 60MG
035725151,"SODIO CLORURO FKI*0,9% 20F10ML",70374.24,False,Unresolved,unresolved,other,,,,
026844252,"GENOTROPIN MINI*4TBF 1,6MG",70283.43,True,Candidate,parsed:single_value_assumed_unit,,1,1.6,1.6,"1,6MG"
033863010,IGANTET*IM 1SIR 1ML 250UI,69926.33,False,Unresolved,unresolved,other,,,,
035388026,CLINDAMICINA HIK*5F 600MG/4ML,69885.93,False,Unresolved,unresolved,other,,,,
044698227,NUBRIVEO*INF 10FL 5ML 10MG/ML,69731.39,True,Validated,parsed:vol_conc,,10,50.0,500.0,10FL 5ML 10MG/ML
030671046,FUROSEMIDE SALF*5FL 250MG/25ML,69698.29,False,Unresolved,unresolved,other,,,,
049099132,DABIGATRAN ETE EG*60CPS 150MG,69580.25,True,Validated,parsed:direct_strength,,60,150.0,9000.0,60CPS 150MG
045788027,VERASEAL*ADESIVO TISS 2SIR 4ML,69432.0,False,Unresolved,unresolved,other,,,,
032813103,POVIDERM*10% 20FL 500ML,69306.5,False,Unresolved,unresolved,other,,,,
050219056,"FILSUVEZ*GEL 30TUBI 23,4G 10%",69297.96,True,Candidate,parsed:single_value_assumed_unit,,1,23400.0,23400.0,"23,4G"
046927036,RXULTI*10CPR RIV 1MG,69097.45,True,Validated,parsed:direct_strength,,10,1.0,10.0,10CPR RIV 1MG
043620018,ZYDELIG*60CPR RIV 100MG FL,68987.1,True,Validated,parsed:direct_strength,,60,100.0,6000.0,60CPR RIV 100MG
038603066,ROCURONIO KABI*INIET 10FL100MG,68953.24,True,Validated,parsed:direct_strength,,10,100.0,1000.0,10FL100MG
049358068,RETSEVMO*56CPS 40MG,68678.33,True,Validated,parsed:direct_strength,,56,40.0,2240.0,56CPS 40MG
026844249,"GENOTROPIN MINI*4TBF 1,4MG",68643.7,True,Candidate,parsed:single_value_assumed_unit,,1,1.4,1.4,"1,4MG"
033302023,EXTRANEAL*SACCA 2LT,68574.27,False,Unresolved,unresolved,other,,,,
030772178,RINGER ACETATO FKI*20FL 500ML,68569.06,True,Authoritative,aifa_ingredient_authoritative,,,,0.2,CLORURO DI CALCIO 0.2milligrammi
037051024,NEBID*IM FL 4ML 1000MG 4ML,68542.51,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1000MG
030942674,"SODIO CLORURO*0,9% 12SAC1000ML",68021.61,False,Unresolved,unresolved,other,,,,
039551039,SAMSCA*10CPR 30MG,67917.92,True,Validated,parsed:direct_strength,,10,30.0,300.0,10CPR 30MG
041004033,XEPLION*1SIR IM 75MG RP+2AGHI,67845.21,True,Validated,parsed:direct_strength,,1,75.0,75.0,1SIR IM 75MG
048083012,ESPEROCT*IV 1FL 500UI+SIR PRE,67789.8,False,Unresolved,unresolved,other,,,,
041271166,ESBRIET*252CPR RIV 267MG,67652.89,True,Validated,parsed:direct_strength,,252,267.0,67284.0,252CPR RIV 267MG
030671010,FUROSEMIDE SALF*5F 20MG 2ML,67567.75,True,Validated,parsed:direct_strength,,5,20.0,100.0,5F 20MG
026899031,"GASTROMIRO*OS RETT 100ML 61,2%",67454.73,True,Authoritative,aifa_ingredient_authoritative,,,,61240.0,IOPAMIDOLO 61.24grammi
039193014,OMEPRAZOLO MY*INFUS 5FL 40MG,67419.91,True,Validated,parsed:direct_strength,,5,40.0,200.0,5FL 40MG
029719034,SODIO FOSFATO ALFA*RETT20FL120,67359.11,False,Unresolved,unresolved,other,,,,
034152037,MULTIHANCE*EV 1F 15ML,67309.5,False,Unresolved,unresolved,other,,,,
040695037,MEROPENEM HIK*EV POLV10FL500MG,67247.25,True,Validated,parsed:direct_strength,,10,500.0,5000.0,10FL500MG
019875057,CONNETTIVINA*10GARZE 2MG 10x10,67155.07,True,Candidate,parsed:single_value_assumed_unit,,1,2.0,2.0,2MG
051358024,TRUQAP*64CPR RIV 200MG,66554.51,True,Validated,parsed:direct_strength,,64,200.0,12800.0,64CPR RIV 200MG
040761025,SYCREST*60CPR SUBLING 5MG,66414.71,True,Validated,parsed:direct_strength,,60,5.0,300.0,60CPR SUBLING 5MG
027253020,TORADOL*IM IV 3F 30MG 1ML,66289.79,True,Validated,parsed:direct_strength,,3,30.0,90.0,3F 30MG
047885114,CONFEROPORT*30CPS 5MG RP,66201.76,True,Validated,parsed:direct_strength,,30,5.0,150.0,30CPS 5MG
028930016,MIOVISIN*OFT 6F POLV+6F SOLV,65703.8,False,Unresolved,unresolved,other,,,,
030763318,ELETTR REID III FKI*20FL 500ML,65677.78,False,Unresolved,unresolved,other,,,,
040170021,RIASTAP*FL POLV 1G 20MG/ML+DIS,65563.97,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1G
049507027,ALBUMINA UMANA GR*EV250ML50G/L,65521.5,False,Unresolved,unresolved,other,,,,
024659118,"LEDERFOLIN*10CPR 7,5MG",65399.0,True,Validated,parsed:direct_strength,,10,7.5,75.0,"10CPR 7,5MG"
028645012,NIPENT*IV FL 10MG,65365.11,True,Candidate,parsed:single_value_assumed_unit,,1,10.0,10.0,10MG
051155024,FABHALTA*56CPS 200MG,65362.38,True,Validated,parsed:direct_strength,,56,200.0,11200.0,56CPS 200MG
029520400,"PUREGON*SC 1CART 900UI/1,08ML",65224.0,False,Unresolved,unresolved,other,,,,
034632024,VANCOTEX*IV OS 1FL 1G,65166.15,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1FL 1G
027352057,LEVOFOLENE*INIET 1FL 25MG,65161.16,True,Authoritative,aifa_ingredient_authoritative,,,,25.0,CALCIO LEVOFOLINATO 25milligrammi
049733013,CARMUSTINA WAY*EV 100MG+F 3ML,65051.12,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
043335025,"LATUDA*28CPR RIV 18,5MG",64974.42,True,Validated,parsed:direct_strength,,28,18.5,518.0,"28CPR RIV 18,5MG"
022483061,DEPAKIN*EV 4F 400MG+4F 4ML,64728.6,True,Validated,parsed:direct_strength,,4,400.0,1600.0,4F 400MG
039187063,ALBUNORM*1FL 50ML 20% 200G/L,64658.84,True,Validated,parsed:pct_weight,,1,40000.0,40000.0,20% 200G
045368026,COLISTIMETATO HI*EV IN10FL1MUI,64610.61,False,Unresolved,unresolved,other,,,,
038256057,DIACOMIT*60CPS 500MG FL,64509.5,True,Validated,parsed:direct_strength,,60,500.0,30000.0,60CPS 500MG
040359085,LEVOFLOXACINA KABI*INF10F100ML,64305.88,False,Unresolved,unresolved,other,,,,
034030015,BETAMETASONE LFM*EV IM3F4MG/ML,64182.04,False,Unresolved,unresolved,other,,,,
045912019,PADOVIEW*1FL 222MBQ/ML,64175.73,False,Unresolved,unresolved,other,,,,
040761052,SYCREST*60CPR SUBLING 10MG,64153.47,True,Validated,parsed:direct_strength,,60,10.0,600.0,60CPR SUBLING 10MG
048909016,BLENREP*EV 1FL POLV 100MG,64122.39,True,Validated,parsed:direct_strength,,1,100.0,100.0,1FL POLV 100MG
037112036,PACLITAXEL TEVA*EV 50ML 6MG/ML,64081.18,False,Unresolved,unresolved,other,,,,
032813091,POVIDERM*10% 12FL 1LT,64003.72,False,Unresolved,unresolved,other,,,,
049442092,ONTOZRY*28CPR RIV 150MG,63751.16,True,Validated,parsed:direct_strength,,28,150.0,4200.0,28CPR RIV 150MG
050799042,CEFTAZIDIMA FRE*EV IM 10FL 2G,63621.41,True,Validated,parsed:direct_strength,,10,2000.0,20000.0,10FL 2G
041258171,"RIVASTIGMINA ZENT*30CER 4,6MG",63286.32,True,Validated,parsed:direct_strength,,30,4.6,138.0,"30CER 4,6MG"
044698064,NUBRIVEO*56CPR RIV 25MG,63248.89,True,Validated,parsed:direct_strength,,56,25.0,1400.0,56CPR RIV 25MG
041850013,KEDCOM*FL 500UI+FL 20ML+SET,62976.86,False,Unresolved,unresolved,other,,,,
049537044,PALIPERIDONE TE*1SIR 150MG RP,62970.04,True,Validated,parsed:direct_strength,,1,150.0,150.0,1SIR 150MG
043657028,BIPHOZYL*2SAC 5000ML CONN LUER,62856.33,False,Unresolved,unresolved,other,,,,
050982038,"ZILBRYSQ*SC 7SIR 0,574ML",62660.88,False,Unresolved,unresolved,other,,,,
027666039,ALPROSTAR*EV/EA 1F POLV 60MCG,62641.41,True,Validated,parsed:direct_strength,,1,0.06,0.06,1F POLV 60MCG
051303105,NILOTINIB TEVA*112CPS 150MG,62629.8,True,Validated,parsed:direct_strength,,112,150.0,16800.0,112CPS 150MG
050667017,ELFABRIO*EV 1FL 2MG/ML 10ML,62452.56,False,Unresolved,unresolved,other,,,,
035370079,METALYSE*IV 1FL 5000U,62318.71,False,Unresolved,unresolved,other,,,,
046645038,RUBRACA*60CPR RIV 300MG FL,62275.63,True,Validated,parsed:direct_strength,,60,300.0,18000.0,60CPR RIV 300MG
026965107,ULTRAVIST*INF 200ML 370MG/ML,62196.18,False,Unresolved,unresolved,other,,,,
048083063,ESPEROCT*IV 1FL 4000UI+SIR PRE,61920.02,False,Unresolved,unresolved,other,,,,
047507025,ARSENICO TRIOSSIDO EG*10F 12ML,61774.24,False,Unresolved,unresolved,other,,,,
025300029,NORMIX*AD 12CPR RIV 200MG,61773.24,True,Validated,parsed:direct_strength,,12,200.0,2400.0,12CPR RIV 200MG
046673012,APREPITANT TE*1CPS125+2CPS80MG,61616.24,True,Validated,parsed:direct_strength,,2,80.0,160.0,2CPS80MG
034964155,"GADOVIST*SIR 7,5ML 1,0MMOL/ML",61302.61,False,Unresolved,unresolved,other,,,,
042018010,TEGLUTIK*OS SOSP FL300ML5MG/ML,61076.44,True,Candidate,parsed:implied_unit_vol_conc,,1,1500.0,1500.0,FL300ML5MG/ML
038904583,OSSIGENO*COMPR 200BAR 12x50LT,60840.0,False,Unresolved,unresolved,oxygen_gas,,,,
050964028,EBGLYSS*2SIR 250MG 2ML,60828.58,True,Validated,parsed:direct_strength,,2,250.0,500.0,2SIR 250MG
042919047,"LONQUEX*SC 6FL 6MG 0,6ML",60522.39,True,Validated,parsed:direct_strength,,6,6.0,36.0,6FL 6MG
050762018,TYRUKO*IV FL300MG 15ML 20MG/ML,60521.77,True,Candidate,parsed:single_value_assumed_unit,,1,300.0,300.0,300MG
043333018,"ADEMPAS*42CPR RIV 0,5MG",60357.57,True,Validated,parsed:direct_strength,,42,0.5,21.0,"42CPR RIV 0,5MG"
045226065,REKOVELLE*SC 1PEN 72MCG+15AGHI,60337.4,True,Validated,parsed:direct_strength,,1,0.072,0.072,1PEN 72MCG
030705040,EPSOCLAR*INFUS 10FL25000UI 5ML,60148.74,False,Unresolved,unresolved,other,,,,
035995012,METVIX*CREMA 2G 160MG/G,60052.13,True,Candidate,parsed:single_value_assumed_unit,,1,2000.0,2000.0,2G
038016022,REVLIMID*21CPS 10MG,59997.23,True,Validated,parsed:direct_strength,,21,10.0,210.0,21CPS 10MG
046924027,"TEGSEDI*SC 4SIR 189MG/ML 1,5ML",59935.81,False,Unresolved,unresolved,other,,,,
037221076,"BARACLUDE*30CPR RIV 0,5MG",59598.0,True,Validated,parsed:direct_strength,,30,0.5,15.0,"30CPR RIV 0,5MG"
051253060,ALTUVOCT*EV 3000UI+SIR SOLV3ML,59584.8,False,Unresolved,unresolved,other,,,,
005638022,LUAN*GEL 100G 1% CHIRURGICO,59528.37,True,Candidate,parsed:single_value_assumed_unit,,1,100000.0,100000.0,100G
033346040,CISPLATINO SAND*EV 100ML 100MG,59495.96,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
028373025,RIDUTOX*10FL 600MG+10F 4ML SOL,59309.69,True,Authoritative,aifa_ingredient_authoritative,,,,600.0,GLUTATIONE SODICO 600milligrammi
030942700,"SODIO CLORURO*0,9% 2SAC 5000ML",59194.97,False,Unresolved,unresolved,other,,,,
044844025,"SEVELAMER AUR*OSPOLV60BUST2,4G",59082.55,True,Validated,parsed:direct_strength,,60,2400.0,144000.0,"60BUST2,4G"
046314023,EMPRESSIN*EV 10F 40UI/2ML,59004.0,False,Unresolved,unresolved,other,,,,
035565011,VIREAD*30CPR RIV 245MG FL,58941.15,True,Validated,parsed:direct_strength,,30,245.0,7350.0,30CPR RIV 245MG
039086018,TECHNESCAN HDP*KIT 5FL 10ml,58916.39,False,Unresolved,unresolved,other,,,,
041761053,OXALIPLATINO SUN*1FL 200MG40ML,58914.61,True,Validated,parsed:direct_strength,,1,200.0,200.0,1FL 200MG
033314030,CYSTAGON*100CPS 150MG FL,58890.3,True,Validated,parsed:direct_strength,,100,150.0,15000.0,100CPS 150MG
037668035,"PIPERACILLINA TA MY*10FL4G+0,5",58862.76,True,Validated,parsed:direct_strength,,10,4000.0,40000.0,10FL4G
026542050,FLUOROURACILE TEVA*IV 5G 100ML,58800.97,True,Candidate,parsed:single_value_assumed_unit,,1,5000.0,5000.0,5G
039125012,"ZARZIO*1SIR 30MU 0,5ML",58726.03,False,Unresolved,unresolved,other,,,,
045255039,"AFSTYLA*EV 1000UI+FLSOLV 2,5ML",58718.0,False,Unresolved,unresolved,other,,,,
038937013,ROACTEMRA*EV FL 4ML 20MG/ML,58648.69,True,Candidate,parsed:implied_unit_vol_conc,,1,80.0,80.0,FL 4ML 20MG/ML
039480064,"RENVELA*OS POLV 60BUST 2,4G",58579.54,True,Validated,parsed:direct_strength,,60,2400.0,144000.0,"60BUST 2,4G"
038252033,EUCREAS*60CPR RIV 50MG+850MG,58571.12,True,Validated,parsed:direct_strength,,60,50.0,3000.0,60CPR RIV 50MG
042728030,COLOBREATHE*POLV INAL 56CPS,58300.0,False,Unresolved,unresolved,other,,,,
047966104,DASATINIB MY*30CPR RIV 100MG,58293.09,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV 100MG
037604182,SUBOXONE*28FILM SUBL 12MG+3MG,58269.34,True,Validated,parsed:direct_strength,,28,12.0,336.0,28FILM SUBL 12MG
006774018,EFFORTIL*EV IM 6F 10MG 1ML,58214.79,True,Validated,parsed:direct_strength,,6,10.0,60.0,6F 10MG
015628086,ENDOXAN BAXTER*INIET 1FL 1G,58023.89,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1FL 1G
026403079,NIMOTOP*INFUS 10MG/50ML+DEFL,57904.72,False,Unresolved,unresolved,other,,,,
046645014,RUBRACA*60CPR RIV 200MG FL,57759.44,True,Validated,parsed:direct_strength,,60,200.0,12000.0,60CPR RIV 200MG
044856060,"LONSURF*60CPR RIV 20MG+8,19MG",57715.48,True,Validated,parsed:direct_strength,,60,20.0,1200.0,60CPR RIV 20MG
048407011,BAQSIMI*1FL POLV NASALE 3MG,57693.78,True,Candidate,parsed:single_value_assumed_unit,,1,3.0,3.0,3MG
028725125,HAVRIX*AD IM 1SIR 1ML 1D,57599.46,False,Unresolved,unresolved,other,,,,
043781018,KETOCONAZOLE EST*60CPR 200MG,57519.96,True,Validated,parsed:direct_strength,,60,200.0,12000.0,60CPR 200MG
038144059,GALVUS*56CPR 50MG,57505.96,True,Validated,parsed:direct_strength,,56,50.0,2800.0,56CPR 50MG
031118021,ATENATIV*IV FL 1000UI+FL 20ML,57411.64,False,Unresolved,unresolved,other,,,,
037598048,HEXVIX*ENDOVESC 85MG 10ML+50ML,57331.12,True,Candidate,parsed:single_value_assumed_unit,,1,85.0,85.0,85MG
043023062,GIOTRIF*28CPR RIV 30MG,57163.99,True,Validated,parsed:direct_strength,,28,30.0,840.0,28CPR RIV 30MG
025243179,TISSEEL*ADESIVO TISS 1SIR 2ML,57133.22,False,Unresolved,unresolved,other,,,,
042581013,FYCOMPA*7CPR RIV 2MG,57131.45,True,Validated,parsed:direct_strength,,7,2.0,14.0,7CPR RIV 2MG
038116024,ATRIANCE*EV 1FL 250MG 50ML,57004.24,True,Validated,parsed:direct_strength,,1,250.0,250.0,1FL 250MG
035606072,"ARIXTRA*SC 10SIR 1,5MG 0,3ML",56927.2,True,Validated,parsed:direct_strength,,10,1.5,15.0,"10SIR 1,5MG"
045935044,IRINTO*EV FL 25ML 20MG/ML,56883.3,True,Candidate,parsed:implied_unit_vol_conc,,1,500.0,500.0,FL 25ML 20MG/ML
040850036,LEVETIRACETAM MY*10F 500MG 5ML,56536.07,True,Validated,parsed:direct_strength,,10,500.0,5000.0,10F 500MG
040546133,BRILIQUE*56CPR ORODISP 90MG,56467.02,True,Validated,parsed:direct_strength,,56,90.0,5040.0,56CPR ORODISP 90MG
035683150,"PEGASYS*SC SIR 0,5ML 90MCG+AGO",56308.78,True,Candidate,parsed:single_value_assumed_unit,,1,0.09,0.09,90MCG
023853070,CEFAZOLINA TEVA*EV 1FL 1G,56099.97,True,Validated,parsed:direct_strength,,1,1000.0,1000.0,1FL 1G
042510026,EYLEA*INIET 1FL 40MG/ML,56010.45,False,Unresolved,unresolved,other,,,,
040279010,"FLUMAZENIL HIK*5F 5ML 0,1MG/ML",55892.43,True,Validated,parsed:vol_conc,,5,0.5,2.5,"5F 5ML 0,1MG/ML"
041258068,"RIVASTIGMINA ZENT*30CER 9,5MG",55884.53,True,Validated,parsed:direct_strength,,30,9.5,285.0,"30CER 9,5MG"
029021033,PENTAGLOBIN*EV FL 50MG/ML50ML,55424.96,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,IMMUNOGLOBULINA UMANA USO ENDOVENOSO 50milligrammi
033535055,BENEFIX*EV 1FL 500UI+SIR5ML+SE,55397.68,False,Unresolved,unresolved,other,,,,
042689036,ZALTRAP*EV 1FL8ML200MG 25MG/ML,55292.71,True,Candidate,parsed:single_value_assumed_unit,,1,200.0,200.0,200MG
034675102,"ENBREL*SC 4SIR 25MG 0,5ML+8TAM",55218.43,True,Validated,parsed:direct_strength,,4,25.0,100.0,4SIR 25MG
034960056,INFANRIX HEXA*IM 1FL+1SIR+2AGH,55193.6,False,Unresolved,unresolved,other,,,,
050167042,TABRECTA*120CPR RIV 200MG,54980.88,True,Validated,parsed:direct_strength,,120,200.0,24000.0,120CPR RIV 200MG
049537032,PALIPERIDONE TE*1SIR 100MG RP,54978.54,True,Validated,parsed:direct_strength,,1,100.0,100.0,1SIR 100MG
037835030,RISPERIDONE SAND*OS GTT 100ML,54906.06,False,Unresolved,unresolved,other,,,,
025333016,HALDOL DECANOAS*IM 3F 50MG 1ML,54897.32,True,Validated,parsed:direct_strength,,3,50.0,150.0,3F 50MG
030757049,ACQUA PI FKI*1FL 500ML,54893.72,False,Unresolved,unresolved,other,,,,
045315013,LEDAGA*GEL TOPICO 60G 160MCG/G,54450.0,True,Candidate,parsed:single_value_assumed_unit,,1,60000.0,60000.0,60G
045494010,VOSEVI*28CPR 400+100+100MG FL,54390.69,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
042048049,APROKAM*10FL INIET 50MG+10AGHI,54366.56,True,Validated,parsed:direct_strength,,10,50.0,500.0,10FL INIET 50MG
024995058,CLISMALAX*20FL SOL RETT 133ML,54336.16,False,Unresolved,unresolved,other,,,,
031938412,"SODIO CLORURO FKI*0,9% 20FL250",54159.66,False,Unresolved,unresolved,other,,,,
034675037,ENBREL*SC 4FL 25MG+4SIR 1ML,54115.24,True,Validated,parsed:direct_strength,,4,25.0,100.0,4FL 25MG
037030071,"ULTRATECHNEKOW*1GEN 7,62GBQ5ML",54102.4,False,Unresolved,unresolved,other,,,,
043782046,VARGATEF*60CPS MOLLI 150MG,54005.89,True,Validated,parsed:direct_strength,,60,150.0,9000.0,60CPS MOLLI 150MG
